商品コード,タイトル,販売価格（税抜）,販売価格（税込）,販売価格変更日
2100230238513,（ＳＲ）キャンベロ　＜レッゾ．Ｓｔａｒ＞,5455,6000,20250322
2100230863258,（ＶＲ）アストラル・リーフ,273,300,00000000
2100230288662,（ＳＥ）浮上するビッグ・ジョーズ,273,300,00000000
2100232582492,（ＡＲ）創世の神　デウテロノミオン,136,150,20250709
2100232982506,（ＵＲ）ビンゴマシーンＧＯ！ＧＯ！,182,200,00000000
2100232982544,（ＡＲ）崔嵬の地霊使いアウス,273,300,00000000
2100232161697,（レア無）覇王速　ド・レッド,255,281,00000000
2100233238558,（ＡＲ）ファイアウォール・ドラゴン・ダークフルード?ネオテン,273,300,00000000
2100233255609,（ＶＲ）邪脳の魔法陣,182,200,00000000
2100233288287,（ＳＥ）溶岩魔神ラヴァ・ゴーレム,273,300,00000000
2100233377851,（ＵＲ）溶岩魔神ラヴァ・ゴーレム,255,281,00000000
2100233377998,（Ｎ）炎征竜?バーナー,182,200,00000000
2100233378001,（Ｎ）炎征竜?バーナー,182,200,00000000
2200001317925,（ＡＲ）ウリムー,182,200,20250510
2200001317932,（ＡＲ）ルガルガン,182,200,20250402
2200001326095,（ＳＲ）獲銀月　ペトローバ,545,600,20250517
2200001331914,（ＡＲ）イッカネズミ,455,500,20250723
2200001569294,（ＳＲ）グレンアルマｅｘ,364,400,20250419
2200001569331,（ＡＲ）アラブルタケ,273,300,20250531
2200001569348,（ＡＲ）モルペコ,364,400,20250430
2200001609198,（レア無）カビゴンＧＸ,364,400,20250723
2200001630536,（レア無）ネストボール,182,200,20250607
2200001630543,（レア無）ネストボール,182,200,20250607
2200001630611,（ＡＲ）ペラップ,273,300,20250726
2200001630628,（ＡＲ）メタグロス,273,300,20250628
2200001731851,（ＲＲＲ）ルギアＶＳＴＡＲ,273,300,20250308
2200001731882,（ＡＲ）ミルタンク,182,200,20250806
2200001731899,（ＡＲ）アブソル,273,300,20250503
2200001731929,（ＡＲ）ラプラス,273,300,20250319
2200002051545,（レア無）サンダースＧＸ,346,381,20250311
2200002051569,（ＳＲ）ヨワシＧＸ,364,400,20250311
2200002051613,（ＡＲ）リククラゲ,273,300,20250806
2200002051668,（ＲＲ）リザードンＶ,182,200,20250311
2200002051682,（レア無）フシギバナＶＭＡＸ,273,300,20250311
2200002051699,（レア無）ダークライＶＳＴＡＲ,182,200,20250311
2200002051705,（ＲＲＲ）リザードンＶＳＴＡＲ,182,200,20250311
2200002051712,（ＳＲ）グレンアルマｅｘ,364,400,20250419
2200002051729,（ＳＲ）ケッキングＶ,273,300,20250311
2200002051750,（ＳＳＲ）ワタシラガＶ,273,300,20250311
2200002051767,（ＳＲ）ウェーニバルｅｘ,273,300,20250311
2200002051774,（ＳＳＲ）タイレーツＶ,182,200,20250311
2200002051798,（ＳＲ）アップリューＶ,364,400,20250311
2200002051804,（ＳＲ）バシャーモＶ,455,500,20250326
2200002051811,（ＳＳＲ）オンバーンｅｘ,182,200,20250311
2200002051828,（ＳＲ）ルガルガンＶ,364,400,20250311
2200002051835,（ＳＲ）フライゴンＶ,273,300,20250311
2200002051842,（ＳＲ）ウオチルドンＶ,364,400,20250311
2200002051859,（ＳＲ）ブランシェ,273,300,20250311
2200002051873,（ＳＲ）キョウの罠,545,600,20250607
2200002051880,（ＨＲ）ハマナのバックアップ,909,1000,20250326
2200002051897,（ＳＲ）スクールボーイ,364,400,20250311
2200002051989,（ＲＲＲ）リザードンＶＳＴＡＲ,182,200,20250311
2200002052009,（ＲＲＲ）リザードンＶＳＴＡＲ,182,200,20250311
2200002052016,（ＳＳＲ）テツノワダチｅｘ,182,200,20250311
2200002052023,（ＳＲ）バンギラスＶ,1091,1200,20250311
2200002052030,（ＳＲ）アーマーガアＶ,455,500,20250326
2200002052047,（ＳＲ）カジリガメＶ,455,500,20250326
2200002052054,（ＳＲ）マスタード　いちげきのかた,364,400,20250311
2200002052061,（ＳＲ）ヤーコン,455,500,20250326
2200002052078,（ＳＲ）ネズ,727,800,20250607
2200002251310,（ＳＡＲ）タロ,9091,10000,20250726
2200002259316,（Ｕ）ネストボール,182,200,20250607
2200002259323,（Ｕ）ネストボール,182,200,20250607
2200002259446,（レア無）エネルギー回収,182,200,20250607
2200002342520,（ＭＲ）ミラー仕様）ビリリダマ（マスターボール柄）,909,1000,20250326
2200002342551,（Ｕ）ともだちてちょう,273,300,20250607
2200002342568,（Ｕ）ジニア,182,200,20250607
2200002342575,（ＳＳＲ）オンバーンｅｘ,182,200,20250315
2200002353953,（Ｃ）ミラー仕様）キルリア,182,200,20250316
2200002353960,（ＭＲ）ミラー）エーフィ（モンスターボール）,273,300,20250528
2200002353977,（ＭＲ）ミラー）探検家の先導（モンスターボール）,136,150,20250514
2200002354080,（ＭＲ）ミラー）暗号マニアの解読（モンスターボール）,182,200,20250514
2200002369176,（ＡＣＥ）プライムキャッチャー,182,200,20250402
2200002369206,（ＡＲ）カクレオン,273,300,20250723
2200002404754,（ＣＨＲ）ブースター,727,800,20250316
2200002404778,（ＣＨＲ）パラセクト,182,200,20250428
2200002404785,（ＳＲ）はくばバドレックスＶ,545,600,20250802
2200002404792,（ＳＲ）サダイジャＶ,364,400,20250316
2200002404808,（ＳＲ）カエデ,455,500,20250531
2200002404815,（ＳＲ）シロナの覇気,2727,3000,20250604
2200002404846,（ＳＲ）グルーシャ,727,800,20250709
2200002414760,（ＳＡＲ）スグリ,1091,1200,20250802
2200002448215,（Ｒ）ＤＧ－パルテノン　～龍の創り出される地～,273,300,20250705
2200002448222,（Ｒ）ＤＧ－パルテノン　～龍の創り出される地～,273,300,20250705
2200002448239,（Ｒ）ＤＧ－パルテノン　～龍の創り出される地～,273,300,20250705
2200002494588,（ＳＲ）グルーシャ,727,800,20250709
2200002494595,（ＨＲ）おじょうさま,1091,1200,20250317
2200002494632,（ＳＲ）ナタネの活気,2273,2500,20250611
2200002501354,（ＳＲ）チェレンの気くばり,455,500,20250326
2200002501361,（ＳＲ）シトロンの機転,273,300,20250317
2200002501378,（ＳＲ）シロデスナｅｘ,273,300,20250317
2200002501392,（ＡＲ）エムリット,273,300,20250528
2200002501422,（ＣＨＲ）シャンデラ,273,300,20250317
2200002501446,（ＡＲ）クレセリア,273,300,20250611
2200002634687,（ＳＲ）ピーニャ,364,400,20250611
2200002634694,（ＡＲ）マリル,545,600,20250726
2200002634700,（ＵＲ）ラウドボーンｅｘ,727,800,20250326
2200002844697,（ＳＥ）両手下）エフェクト・ヴェーラー,182,200,20250428
2200002844703,（ＱＳＥ）画面左向き）閃刀起動－エンゲージ,1364,1500,20250726
2200002844710,（ＱＳＥ）腕組み左手杖）ブラック・マジシャン,727,800,20250514
2200002844727,（ＵＲ）ドロール＆ロックバード,182,200,20250321
2200002844741,（ＳＥ）粉砕）天霆號アーゼウス,364,400,20250430
2200002849708,（ＡＲ）ルガルガン,182,200,20250402
2200002849715,（ＳＡＲ）ホップのザシアンｅｘ,3636,4000,20250510
2200002906982,（ＵＲ）ハッコウシティ,909,1000,20250806
2200002907019,（ＡＲ）ペパーのヨクバリス,273,300,20250621
2200002907057,（ＡＲ）マホミル,273,300,20250802
2200002907064,（ＡＲ）レディアン,182,200,20250514
2200002907071,（ＡＲ）ラビフット,273,300,20250702
2200002959568,（ＳＲ）星辰砲手ファイメナ,545,600,20250607
2200002959575,（ＳＲ）星辰砲手ファイメナ,545,600,20250607
2200002959582,（ＳＲ）星辰砲手ファイメナ,545,600,20250607
2200002959629,（ＳＥ）星辰槍手ルキアス,273,300,20250607
2200002959643,（ＳＥ）星辰槍手ルキアス,273,300,20250607
2200003154771,（ＳＲ）アクロマの執念,545,600,20250324
2200003154788,（ＳＡＲ）シトロンの機転,545,600,20250324
2200003154795,（ＡＲ）カプ・ブルル,273,300,20250517
2200003154801,（ＡＲ）バクガメス,182,200,20250324
2200003154825,（ＡＲ）マッギョ,273,300,20250802
2200003154832,（ＡＲ）ブリジュラス,182,200,20250521
2200003154856,（ＡＲ）タッツー,273,300,20250510
2200003311501,（ＳＡＲ）カキツバタ,364,400,20250702
2200003311518,（ＳＡＲ）イルカマンｅｘ,1091,1200,20250709
2200003311525,（ＳＲ）カブリアスｅｘ,545,600,20250326
2200003311532,（ＳＲ）カキツバタ,364,400,20250416
2200003311549,（ＭＲ）ミラー）フカマル（マスターボール）,545,600,20250514
2200003311556,（ＳＲ）カキツバタ,364,400,20250416
2200003311563,（ＵＲ）基本闘エネルギー,1818,2000,20250423
2200003311587,（ＳＲ）スズナ,2727,3000,20250604
2200003311617,（ＭＲ）ミラー）フカマル（マスターボール）,545,600,20250514
2200003430295,（ＡＲ）フィオネ,273,300,20250503
2200003577679,（ＳＲ）支配の精霊ペルフェクト／ギャラクシー・チャージャー,1818,2000,20250726
2200003657470,（ＳＲ）ミカンのまなざし,727,800,20250528
2200003657517,（ＭＲ）ミラー）テツノイワオ（マスターボール）,545,600,20250514
2200003667059,（ＵＲ）レッド・デーモンズ・ドラゴン・スカーライト,109,120,20250719
2200003667066,（ＳＲ）ロリポー☆ヤミー,182,200,20250604
2200003667073,（ＱＳＥ）騎士皇プリメラ・プリムス,2727,3000,20250330
2200003667110,（Ｎ）帝王の溶撃,273,300,20250514
2200003667127,（Ｎ）リングリボー,182,200,20250330
2200003667134,（Ｎ）リングリボー,182,200,20250330
2200003667141,（Ｎ）リングリボー,182,200,20250330
2200003667158,（Ｎ）サイバース・ウィキッド,182,200,20250330
2200003667165,（Ｎ）帝王の溶撃,273,300,20250514
2200003701173,（ＭＲ）光をもたらす者　ルシファー,1091,1200,20250330
2200003701180,（Ｎ）光をもたらす者　ルシファー,182,200,20250330
2200003726220,（ＵＲ）力の砂時計,1364,1500,20250428
2200003726244,（ＡＲ）チラチーノ,273,300,20250428
2200003726282,（ＵＲ）パオジアンｅｘ,545,600,20250331
2200003726312,（ＡＲ）ゴウカザル,273,300,20250510
2200003737011,（ＡＲ）ホップのウールー,182,200,20250331
2200003737172,（ＡＲ）ニョロゾ,364,400,20250723
2200003737202,（ＭＲ）ミラー）ゼイユ（モンスターボール）,182,200,20250726
2200003740400,（ＡＲ）ニョロゾ,364,400,20250723
2200003740424,（レア無）サンダース,273,300,20250419
2200003740431,（レア無）グレイシア,273,300,20250419
2200003740578,（ＣＨＲ）ムーランド,545,600,20250503
2200003740585,（ＣＨＲ）エルレイド,545,600,20250331
2200003740615,（ＳＲ）アーボックｅｘ,364,400,20250331
2200003740646,（ＡＲ）ライチュウ,545,600,20250726
2200003740653,（ＡＲ）ヒトカゲ,1364,1500,20250802
2200003740660,（ＡＲ）オムナイト,273,300,20250503
2200003740677,（ＣＨＲ）ピカチュウ,2727,3000,20250730
2200003740721,（ＣＨＲ）イワンコ,273,300,20250331
2200003740738,（ＣＨＲ）ホーホー,273,300,20250331
2200003740745,（ＣＨＲ）シャワーズ,727,800,20250614
2200003740752,（ＣＨＲ）ブースター,727,800,20250331
2200003740769,（ＣＨＲ）ドータクン,273,300,20250331
2200003740783,（ＣＨＲ）モスノウ,182,200,20250428
2200003740790,（ＣＨＲ）ヨノワール,273,300,20250331
2200003740806,（ＡＲ）マリル,545,600,20250726
2200003740813,（ＣＨＲ）サーナイト,364,400,20250531
2200003740820,（ＣＨＲ）サーナイト,364,400,20250531
2200003740851,（ＣＨＲ）タイレーツ,273,300,20250331
2200003740875,（ＣＨＲ）タイレーツ,273,300,20250331
2200003740882,（ＣＨＲ）エルレイド,545,600,20250331
2200003740950,（レア無）リーフィア,455,500,20250419
2200003740967,（ＣＨＲ）ドガース,1818,2000,20250517
2200003741001,（ＲＲ）フシギバナ＆ツタージャＧＸ,1364,1500,20250428
2200003741070,（レア無）エーフィＶＭＡＸ,1818,2000,20250528
2200003797053,（ＭＲ）ミラー仕様）シャワーズ（マスターボール柄）,3636,4000,20250604
2200003800180,（ＵＲ）力の砂時計,1364,1500,20250428
2200003800227,（ＵＲ）基本水エネルギー,1818,2000,20250528
2200003805208,（レア無）ネストボール,182,200,20250607
2200003805215,（レア無）ネストボール,182,200,20250607
2200003805222,（レア無）ペパー,364,400,20250401
2200003851564,（ＣＨＲ）モスノウ,182,200,20250428
2200003851588,（ＡＲ）ボチ,182,200,20250712
2200003851601,（Ｓ）ウオチルドン,182,200,20250412
2200003978735,（ＡＲ）カビゴン,364,400,20250726
2200004012865,（ＡＲ）カジッチュ,273,300,20250503
2200004012889,（ＡＲ）ミミッキュ,1091,1200,20250625
2200004012896,（ＡＲ）ラブトロス,273,300,20250430
2200004012902,（ＳＳＲ）ラウドボーンｅｘ,182,200,20250802
2200004012926,（ＳＳＲ）イキリンコｅｘ,182,200,20250802
2200004012933,（ＳＡＲ）ヤバソチャｅｘ,1091,1200,20250531
2200004012971,（ＳＳＲ）クエスパトラｅｘ,182,200,20250404
2200004013015,（ＳＡＲ）オーリム博士の気迫,2273,2500,20250604
2200004013022,（ＳＲ）タロ,1364,1500,20250611
2200004013053,（Ｓ）パモ,182,200,20250404
2200004016610,（ＡＲ）ダイノーズ,182,200,20250423
2200004016634,（ＡＲ）ユキメノコ,273,300,20250806
2200004016658,（ＡＲ）ミュウツー,909,1000,20250709
2200004016672,（ＡＲ）ドゴーム,273,300,20250428
2200004016689,（ＡＲ）キョジオーン,273,300,20250702
2200004016702,（ＳＲ）グレンアルマｅｘ,364,400,20250419
2200004016719,（ＳＲ）ネルケ,273,300,20250611
2200004016726,（ＳＡＲ）セイジ,1364,1500,20250404
2200004016733,（ＡＲ）コソクムシ,273,300,20250412
2200004016740,（ＡＲ）カジッチュ,273,300,20250503
2200004016825,（ＣＨＲ）バサギリ,273,300,20250404
2200004016917,（ＳＳＲ）プクリンｅｘ,182,200,20250404
2200004227993,（ＳＲ）星辰砲手ファイメナ,545,600,20250607
2200004228006,（ＳＲ）星辰竜ムルル,273,300,20250607
2200004228020,（ＳＲ）チキンレース,182,200,20250406
2200004228037,（ＳＲ）アーティファクト－ロンギヌス,182,200,20250531
2200004228044,（ＳＲ）竜剣士マスターＰ,109,120,20250705
2200004228075,（Ｕ）ワタル,182,200,20250406
2200004233178,（ＳＡＲ）ジニア,1364,1500,20250607
2200004333366,（ＳＲ）レジェンド・マジシャン,273,300,20250408
2200004333373,（ＳＥ）セレブローズ・エンチャンター,273,300,20250621
2200004333380,（ＳＥ）竜騎士ガイア,182,200,20250408
2200004333397,（ＯＲＲ）ブラック・ドラゴンズ・デーモン,545,600,20250524
2200004333403,（ＵＲ）人造人間－サイコ・ショッカー,182,200,20250408
2200004333427,（ＯＲＲ）ロイヤルデモンズ・ヘヴィメタル,4545,5000,20250408
2200004333755,（ＵＲ）光なき影　ア＝バオ・ア・クゥー,1091,1200,20250709
2200004333762,（ＵＲ）断罪のディアベルスター,182,200,20250408
2200004333779,（ＳＥ）マテリアクトル・エクサガルド,182,200,20250408
2200004333786,（ＳＥ）アコード・トーカー＠イグニスター,455,500,20250408
2200004333793,（ＳＥ）ＡＲＧ☆Ｓ－紫電のテュデル,364,400,20250408
